5788,-18.60914092,44.48979384,70,6,220,Dry subhumid,Madagascar,
15428,-26.02347595,23.34147576,1064,2,151,Semiarid,South Africa,
8541,-20.69341204,30.59465303,698,2,180,Dry subhumid,Zimbabwe,
19621,-25.37641945,20.94108749,991,4,246,Arid,Botswana,
2555,-16.66824092,15.17956275,1127,2,180,Dry subhumid,Angola,
14497,-24.59030375,27.79352631,1283,29,173,Dry subhumid,South Africa,
6004,-18.88833731,19.84235807,1178,1,313,Semiarid,Namibia,
19152,-24.12650356,15.23427015,684,2,90,Arid,Namibia,
12163,-22.95069869,19.13035337,1473,1,133,Semiarid,Namibia,
11274,-22.41682992,25.91865248,1137,1,270,Semiarid,Botswana,
5620,-18.57383713,28.83700934,1148,4,165,Dry subhumid,Zimbabwe,
2041,-16.36209507,17.39804218,1196,1,270,Dry subhumid,Angola,
12178,-22.95420212,20.8858411,1254,2,180,Semiarid,Botswana,
6075,-18.89157125,28.13686241,1121,2,180,Dry subhumid,Zimbabwe,
11847,-22.74049291,26.62095537,1297,4,122,Semiarid,Botswana,
1232,-15.4994429,39.56208535,231,5,249,Dry subhumid,Mozambique,
14702,-24.79781458,33.18260953,45,2,0,Dry subhumid,Mozambique,
9262,-21.2332097,22.87740609,1023,3,313,Semiarid,Botswana,
1973,-16.26372955,30.11630014,450,8,37,Dry subhumid,Zimbabwe,
17402,-31.58153228,22.16243695,1384,1,310,Semiarid,South Africa,
20897,-30.43806675,19.17023857,847,2,330,Arid,South Africa,
18682,-21.35151782,14.11532864,342,3,227,Hyperarid,Namibia,
16348,-28.03444454,24.16127829,1366,4,16,Semiarid,South Africa,
1791,-16.16374705,26.73252613,1081,3,252,Dry subhumid,Zambia,
11691,-22.62703569,30.48281278,717,1,133,Semiarid,South Africa,
20090,-27.0365061,18.88592178,1244,2,151,Arid,Namibia,
20418,-28.44138137,19.02875391,952,2,66,Arid,Namibia,
19723,-25.77985284,16.69196637,1541,9,276,Arid,Namibia,
3487,-17.20830807,22.18103208,1005,3,108,Semiarid,Angola,
6342,-19.10501096,24.98242829,988,2,332,Semiarid,Botswana,
13094,-23.49965916,23.46059237,1107,1,133,Semiarid,Botswana,
19437,-24.95007902,15.81637846,1058,1,48,Arid,Namibia,
6049,-18.89345771,25.09938894,1011,2,115,Dry subhumid,Botswana,
21147,-31.59446802,18.57977594,138,1,310,Arid,South Africa,
4537,-17.91788731,13.18853676,1112,6,180,Semiarid,Namibia,
6511,-19.20903587,28.13713191,1115,1,47,Dry subhumid,Zimbabwe,
15270,-25.69199761,24.63100735,1131,0,0,Dry subhumid,Botswana,
20596,-29.15419455,20.93408063,810,3,131,Arid,South Africa,
9814,-21.55444724,27.55583209,951,3,313,Semiarid,Botswana,
14756,-24.9209736,24.86519815,1207,1,90,Dry subhumid,Botswana,
9609,-21.44826638,24.04674309,952,1,0,Semiarid,Botswana,
855,-14.70281691,30.695444,873,11,307,Dry subhumid,Zambia,
8052,-20.37918136,26.1514958,903,0,0,Semiarid,Botswana,
1822,-16.15889615,30.34941296,452,0,0,Dry subhumid,Zimbabwe,
6642,-19.31602522,26.96887288,985,0,0,Semiarid,Zimbabwe,
2156,-16.36263406,32.45039274,486,6,140,Semiarid,Mozambique,
197,-7.919368702,13.59385661,204,1,45,Dry subhumid,Angola,
14044,-24.15156656,28.4958292,1469,1,90,Dry subhumid,South Africa,
15910,-27.02491783,25.68607865,1381,1,312,Dry subhumid,South Africa,
3795,-17.41204597,18.79510211,1152,1,134,Dry subhumid,Angola,
3112,-16.99298189,18.79644958,1183,1,46,Dry subhumid,Angola,
2504,-16.57310933,31.86747595,859,2,152,Dry subhumid,Zimbabwe,
18982,-22.76932883,15.67920571,1181,4,133,Arid,Namibia,
1921,-16.26858045,24.04916854,1066,4,46,Dry subhumid,Zambia,
794,-14.25410842,39.67015268,302,1,90,Dry subhumid,Mozambique,
16228,-27.68733552,31.90277975,444,18,116,Dry subhumid,South Africa,
803,-14.35813333,39.55427001,373,4,226,Dry subhumid,Mozambique,
6250,-19.08264291,14.23363676,1195,12,270,Semiarid,Namibia,
20319,-28.01557992,18.00332702,700,6,339,Arid,Namibia,
3906,-17.49558929,12.72392809,1154,21,45,Semiarid,Namibia,
9317,-21.23051475,29.30970285,816,17,347,Semiarid,Zimbabwe,
11059,-22.3079541,22.75936746,1027,3,227,Semiarid,Botswana,
15444,-26.02401494,25.21688858,1235,1,0,Dry subhumid,South Africa,
16044,-27.3598996,23.22316764,1262,3,217,Semiarid,South Africa,
14520,-24.57467306,34.23579437,38,2,246,Dry subhumid,Mozambique,
3863,-17.41905283,26.73360411,1258,1,314,Dry subhumid,Zambia,
21064,-31.15815628,18.43424886,405,6,270,Arid,South Africa,
18555,-34.05710954,20.98339814,223,19,125,Semiarid,South Africa,
6025,-18.89211023,22.29556728,981,1,90,Semiarid,Botswana,
5045,-18.24801818,16.9240012,1124,0,0,Semiarid,Namibia,
13808,-23.92330465,32.9451848,71,1,48,Dry subhumid,Mozambique,
731,-13.63400138,39.66557127,287,2,296,Dry subhumid,Mozambique,
18997,-23.05229815,19.92105049,1286,2,115,Arid,Namibia,
17925,-32.63714257,25.21742757,719,1,0,Semiarid,South Africa,
6616,-19.31656421,23.93086042,943,1,313,Semiarid,Botswana,
19009,-23.18785392,19.92078099,1283,0,0,Arid,Namibia,
15925,-27.01332956,32.60427415,75,3,73,Semiarid,South Africa,
17719,-32.28302668,22.27912811,873,18,160,Semiarid,South Africa,
11738,-22.56235699,43.94056388,703,15,60,Semiarid,Madagascar,
14189,-24.24885411,33.53187451,19,1,90,Dry subhumid,Mozambique,
10034,-21.65254327,32.35202722,331,2,270,Dry subhumid,Mozambique,
15135,-25.47101205,23.57620555,1052,1,228,Semiarid,South Africa,
18074,-32.98344311,19.1042124,1131,3,338,Semiarid,South Africa,
12930,-23.39132234,24.16289526,1046,1,270,Semiarid,Botswana,
9200,-21.21704002,15.62638478,1172,4,180,Semiarid,Namibia,
4456,-17.83784742,22.06326294,1028,3,0,Semiarid,Angola,
12260,-22.95177667,30.48362126,684,4,165,Semiarid,South Africa,
12699,-23.26897179,16.55398514,1820,5,192,Semiarid,Namibia,
3160,-17.00025825,24.39897251,1052,4,165,Dry subhumid,Zambia,
4008,-17.52442521,24.63235483,939,1,46,Dry subhumid,Namibia,
2552,-16.66689344,14.82948929,1109,3,46,Dry subhumid,Angola,
8245,-20.47862486,31.1786478,656,4,103,Dry subhumid,Zimbabwe,
6716,-19.41600771,19.02309453,1209,2,0,Semiarid,Namibia,
19832,-26.06740357,21.08607558,943,3,73,Arid,Botswana,
9833,-21.5514828,29.77835393,829,15,86,Semiarid,Zimbabwe,
16291,-27.92098732,22.75370807,1252,2,0,Semiarid,South Africa,
20434,-28.44596278,21.37551276,832,4,120,Arid,South Africa,
20426,-28.44407631,20.20213334,908,1,49,Arid,South Africa,
13867,-24.04376873,22.64052035,1107,3,228,Semiarid,Botswana,
8154,-20.48212829,20.53981005,1140,2,180,Semiarid,Namibia,
7963,-20.36274219,15.74711835,1016,1,270,Semiarid,Namibia,
6373,-19.10258551,28.60443552,1186,1,227,Dry subhumid,Zimbabwe,
13134,-23.49831169,28.14359978,868,1,133,Semiarid,South Africa,
11182,-22.23249562,44.75686298,697,3,313,Semiarid,Madagascar,
7710,-20.16196872,20.18973659,1178,0,0,Semiarid,Namibia,
8272,-20.57968533,16.79841673,1600,4,165,Semiarid,Namibia,
14960,-25.12740645,33.18368751,46,1,132,Dry subhumid,Mozambique,
6514,-19.20849688,28.48774436,1101,3,313,Dry subhumid,Zimbabwe,
16946,-29.96591224,25.5693875,1441,2,210,Dry subhumid,South Africa,
17131,-30.65581838,26.15688569,1385,4,240,Dry subhumid,South Africa,
15402,-25.91271367,26.50615068,1542,1,90,Dry subhumid,South Africa,
259,-9.140718163,13.70354091,17,3,19,Dry subhumid,Angola,
8316,-20.59073461,21.94252937,961,2,208,Semiarid,Botswana,
12188,-22.95581909,22.05625608,1158,2,331,Semiarid,Botswana,
12568,-23.17384021,23.34363172,1075,2,151,Semiarid,Botswana,
11389,-22.51357847,17.37621312,1769,5,23,Semiarid,Namibia,
5161,-18.33344796,12.01839127,3,3,90,Semiarid,Namibia,
7014,-19.63214237,21.24292143,1103,2,295,Semiarid,Botswana,
18531,-33.9393404,22.04197287,285,4,230,Semiarid,South Africa,
105,-5.98790101,12.67595806,9,0,0,Dry subhumid,Democratic Republic of the Congo,
11407,-22.51896836,19.4825828,1459,0,0,Semiarid,Namibia,
13811,-23.92222667,33.29633625,63,1,48,Dry subhumid,Mozambique,
5962,-18.8740541,14.93567015,1148,3,313,Semiarid,Namibia,
14051,-24.15021909,29.43259238,1341,4,115,Dry subhumid,South Africa,
19409,-24.82179959,18.74551511,1144,1,312,Arid,Namibia,
19263,-24.40947288,18.16098135,1206,1,180,Arid,Namibia,
12067,-22.84397883,30.24916097,1255,7,189,Semiarid,South Africa,
2506,-16.57230085,32.10085827,917,4,257,Dry subhumid,Zimbabwe,
10316,-21.87676277,22.29179435,1062,0,0,Semiarid,Botswana,
9536,-21.26150663,45.21581226,460,5,290,Dry subhumid,Madagascar,
12606,-23.17276223,27.79190934,796,3,90,Semiarid,South Africa,
6428,-19.202568,18.43936926,1221,2,28,Semiarid,Namibia,
8414,-20.68263226,15.74550138,1178,14,310,Semiarid,Namibia,
10446,-21.7953754,45.57154511,869,19,79,Dry subhumid,Madagascar,
1014,-15.22401944,29.41399725,1028,5,306,Dry subhumid,Zambia,
357,-10.46905697,14.1616817,42,2,153,Semiarid,Angola,
2529,-16.54157846,39.56936171,57,4,165,Dry subhumid,Mozambique,
10615,-21.91745645,43.70098319,50,0,0,Semiarid,Madagascar,
1467,-15.84520445,30.93206025,368,2,207,Semiarid,Mozambique,
13115,-23.49992865,25.91919147,1005,1,133,Semiarid,Botswana,
10516,-21.98563858,24.16343425,979,2,295,Semiarid,Botswana,
8925,-21.01707504,21.12353533,1096,1,180,Semiarid,Botswana,
14174,-24.254244,31.77503931,270,2,180,Dry subhumid,South Africa,
5400,-18.46873424,21.47845969,1050,1,90,Semiarid,Botswana,
9913,-21.65416024,18.19790211,1671,6,170,Semiarid,Namibia,
2906,-16.87736872,15.17875427,1117,4,345,Dry subhumid,Angola,
18158,-33.10902758,24.15939183,654,1,90,Semiarid,South Africa,
2532,-16.65449669,12.02863206,250,3,314,Semiarid,Angola,
18685,-21.53827757,13.90970427,28,2,208,Hyperarid,Namibia,
2687,-16.6741698,33.0349265,271,6,252,Semiarid,Mozambique,
8690,-20.80120988,30.12734942,811,2,65,Dry subhumid,Zimbabwe,
2395,-16.5693364,16.81377792,1168,3,108,Dry subhumid,Angola,
20151,-27.31166007,17.2724577,806,2,180,Arid,Namibia,
9451,-21.34127703,25.45027089,966,2,208,Semiarid,Botswana,
3206,-16.99028695,32.21916639,650,2,152,Dry subhumid,Zimbabwe,
10762,-22.08562107,31.30045935,314,7,122,Semiarid,Zimbabwe,
12299,-22.93776295,35.04832054,120,1,90,Dry subhumid,Mozambique,
3869,-17.41824435,27.43402053,487,0,0,Dry subhumid,Zambia,
10771,-22.08292612,32.35337469,228,6,90,Semiarid,Mozambique,
