14426,-24.40057956,45.24491767,314,8,303,Semiarid,Madagascar
5755,-18.68190446,26.38433912,939,1,227,Semiarid,Zimbabwe
7941,-20.2673411,30.35992325,878,2,115,Dry subhumid,Zimbabwe
2470,-16.58200265,25.56588407,1087,1,314,Dry subhumid,Zambia
8728,-20.89876692,16.4461873,1633,0,0,Semiarid,Namibia
21073,-31.16139022,19.75585031,794,1,229,Arid,South Africa
16356,-28.03444454,25.09965844,1207,2,90,Semiarid,South Africa
11692,-22.6267662,30.59977343,815,20,332,Semiarid,South Africa
9463,-21.34073804,26.85379869,1090,0,0,Semiarid,Botswana
20414,-28.4397644,18.4420642,913,1,180,Arid,Namibia
3540,-17.20776908,28.36781927,599,5,192,Dry subhumid,Zimbabwe
7333,-19.84719905,25.9175745,923,5,147,Semiarid,Botswana
18185,-33.2179034,18.28036745,118,1,270,Semiarid,South Africa
563,-12.62097124,13.91725012,1049,7,140,Semiarid,Angola
7242,-19.82887341,15.2817012,1227,11,323,Semiarid,Namibia
1383,-15.73605915,32.79804076,317,2,296,Semiarid,Mozambique
20778,-30.00175502,17.26329489,185,1,90,Arid,South Africa
21246,-32.33153571,21.80993803,838,3,310,Arid,South Africa
770,-14.05791636,12.39433621,15,5,0,Semiarid,Angola
6972,-19.6202846,16.33461655,1241,0,0,Semiarid,Namibia
13694,-23.74004833,45.94129168,1000,17,282,Semiarid,Madagascar
17858,-32.51937343,24.27716096,834,0,0,Semiarid,South Africa
21241,-32.33045773,21.07556529,1558,9,282,Arid,South Africa
16435,-28.26001151,25.21715808,1336,1,90,Semiarid,South Africa
17602,-32.04856639,22.16189796,1484,1,90,Semiarid,South Africa
15949,-27.13675808,24.16154778,1456,2,294,Semiarid,South Africa
6973,-19.62082359,16.4513077,1252,1,270,Semiarid,Namibia
14776,-24.91989562,27.20818407,986,1,312,Dry subhumid,South Africa
14226,-24.37039616,21.58598803,1117,2,270,Semiarid,Botswana
5473,-18.40082161,44.13729493,24,1,180,Dry subhumid,Madagascar
16827,-29.62176765,22.98682089,960,3,21,Semiarid,South Africa
10329,-21.87784074,23.8125523,982,1,313,Semiarid,Botswana
20765,-29.86673823,20.4926485,894,2,247,Arid,South Africa
1555,-15.95273279,29.06581025,432,1,90,Dry subhumid,Zimbabwe
17192,-30.88677523,26.27438533,1418,2,67,Dry subhumid,South Africa
2297,-16.47663027,27.08286909,1175,2,90,,Zambia
7767,-20.16574164,26.85272071,1001,0,0,Semiarid,Botswana
15253,-25.69091963,22.63863388,1025,3,132,Semiarid,Botswana
11470,-22.52435825,26.85487667,992,1,270,Semiarid,Botswana
14986,-25.25002649,22.99059381,1022,2,29,Semiarid,Botswana
19081,-23.731694,20.21210464,1226,1,228,Arid,Botswana
7569,-20.05551836,20.30696673,1189,1,270,Semiarid,Namibia
18666,-20.41448515,13.71108676,656,21,342,Hyperarid,Namibia
6371,-19.102855,28.37078371,1161,5,305,Dry subhumid,Zimbabwe
14538,-24.69810158,20.99983731,1064,4,283,Semiarid,Botswana
14670,-24.81101981,25.33384923,1158,2,90,Dry subhumid,Botswana
8766,-20.90981619,20.88988352,1070,2,0,Semiarid,Namibia
7316,-19.84692955,23.93059093,946,3,73,Semiarid,Botswana
6054,-18.89345771,25.68338371,1064,1,0,Dry subhumid,Botswana
8562,-20.78746565,15.16042864,957,12,266,Semiarid,Namibia
19521,-25.03173588,44.08016207,7,1,270,Arid,Madagascar
11333,-22.40497215,32.82256477,111,1,90,Dry subhumid,Mozambique
16240,-27.80806909,22.40174814,1167,2,246,Semiarid,South Africa
15651,-26.46787252,25.45134887,1391,1,132,Dry subhumid,South Africa
3079,-16.98112413,14.94483297,1119,5,101,Dry subhumid,Angola
7511,-19.94825951,30.24215411,1079,3,313,Dry subhumid,Zimbabwe
19670,-25.43651674,45.1090924,168,2,90,Arid,Madagascar
20774,-29.86889419,21.81344146,970,1,270,Arid,South Africa
4506,-17.83784742,27.90159364,1034,3,134,Dry subhumid,Zimbabwe
10103,-21.76357504,19.01635716,1519,2,0,Semiarid,Namibia
13028,-23.31451638,44.76656478,501,4,301,Semiarid,Madagascar
1592,-15.942492,33.38203552,194,12,207,Semiarid,Mozambique
18491,-33.81968481,21.80697359,270,8,336,Semiarid,South Africa
19567,-25.23736024,20.2088707,1015,3,132,Arid,South Africa
14327,-24.28469689,46.06364222,732,24,77,Semiarid,Madagascar
18490,-33.81941531,21.68947395,265,19,16,Semiarid,South Africa
12171,-22.95285465,20.06657756,1291,3,36,Semiarid,Botswana
3643,-17.3109855,20.66323857,1112,1,90,Semiarid,Angola
6883,-19.52730897,22.17779814,962,1,0,Semiarid,Botswana
764,-13.94203369,40.0175312,296,3,90,Dry subhumid,Mozambique
17572,-31.93322271,24.98242829,1415,11,60,Semiarid,South Africa
10829,-22.19018497,17.49425175,1855,8,15,Semiarid,Namibia
20267,-27.73773101,19.32385049,913,2,114,Arid,Namibia
5710,-18.67947901,21.12757774,1071,5,270,Semiarid,Botswana
7810,-20.25359688,15.04616293,1087,2,245,Semiarid,Namibia
12562,-23.17330122,22.64132883,1131,1,47,Semiarid,Botswana
15429,-26.02347595,23.45870591,1120,3,217,Semiarid,South Africa
18069,-32.98182614,18.51617521,49,2,113,Semiarid,South Africa
14614,-24.68570483,33.88491242,71,2,90,Dry subhumid,Mozambique
17732,-32.28437415,23.80716241,1318,23,250,Semiarid,South Africa
5859,-18.78404291,20.54331348,1130,4,90,Semiarid,Namibia
5304,-18.36309236,28.72004869,1114,1,134,Dry subhumid,Zimbabwe
11429,-22.52328028,22.05706457,1075,1,0,Semiarid,Botswana
3873,-17.41797485,27.90105465,636,1,314,Dry subhumid,Zimbabwe
5355,-18.45633749,16.2225068,1093,2,0,Semiarid,Namibia
5527,-18.56736926,17.9742216,1163,2,0,Semiarid,Namibia
12879,-23.37946457,17.13878839,1377,3,47,Semiarid,Namibia
6263,-19.08857179,15.75250824,1124,2,65,Semiarid,Namibia
11602,-22.62811367,20.06738605,1259,1,270,Semiarid,Botswana
8018,-20.37783388,22.17672016,940,3,133,Semiarid,Botswana
16532,-28.59876621,23.57431908,1408,5,100,Semiarid,South Africa
14788,-24.90911584,32.71422794,44,0,0,Dry subhumid,Mozambique
12626,-23.1692588,30.1330088,960,8,29,Dry subhumid,South Africa
9434,-21.34073804,23.46193984,990,3,47,Semiarid,Botswana
17258,-31.11854058,25.21742757,1498,0,0,Semiarid,South Africa
17346,-31.35057542,26.15715519,1698,13,56,Dry subhumid,South Africa
20448,-28.58232704,18.88160987,954,1,0,Arid,Namibia
17600,-32.04587145,20.39913388,1179,6,50,Semiarid,South Africa
18055,-32.87268083,26.04046403,765,4,0,Dry subhumid,South Africa
19084,-23.85296656,15.08901257,494,2,295,Arid,Namibia
7972,-20.36624562,16.79922521,1579,15,318,Semiarid,Namibia
13239,-23.60530104,20.65057233,1224,2,115,Semiarid,Botswana
16052,-27.36043859,24.16154778,1453,1,270,Semiarid,South Africa
20822,-30.14889906,18.58381835,1004,2,293,Arid,South Africa
7505,-19.94960699,29.5409292,1323,2,180,Dry subhumid,Zimbabwe
5101,-18.25987594,23.46436529,957,3,226,Semiarid,Botswana
1864,-16.2362411,11.91463585,111,4,244,Semiarid,Angola
17856,-32.51910394,24.04216168,790,1,180,Semiarid,South Africa
14049,-24.15048858,29.19840158,1622,15,315,Dry subhumid,South Africa
4890,-18.14372377,17.27488315,1134,1,46,Semiarid,Namibia
328,-10.05996419,14.047416,176,4,244,Semiarid,Angola
13163,-23.49184382,31.53869256,351,1,227,Semiarid,South Africa
7229,-19.73589778,30.12492397,1241,3,215,Dry subhumid,Zimbabwe
8652,-20.80606078,25.68419219,907,1,0,Semiarid,Botswana
11317,-22.41009255,30.95038588,367,3,160,Semiarid,South Africa
8834,-20.91008569,28.84132126,985,1,313,Semiarid,Zimbabwe
2212,-16.465042,16.93100806,1172,4,0,Dry subhumid,Angola
14244,-24.37255212,23.69424417,1095,1,312,Semiarid,Botswana
1169,-15.39541799,39.56154636,232,2,0,Dry subhumid,Mozambique
10154,-21.7705819,24.98242829,1022,3,0,Semiarid,Botswana
10806,-22.0195949,44.40382507,276,5,270,Semiarid,Madagascar
7461,-19.95337991,24.39816403,952,1,227,Semiarid,Botswana
5764,-18.68109597,27.4356375,1052,6,19,Semiarid,Zimbabwe
17047,-30.42486152,23.22074219,1107,5,193,Semiarid,South Africa
9457,-21.34100753,26.15203479,1052,3,47,Semiarid,Botswana
